820
60
20
40
75
60
65
85
245
235
30
50
60
95
105
110
110
60
70
90
75
40
30
35
25
45
50
70
55
80
55
50
60
180
150
115
80
5
85
10
35
60
45
100
40
35
25
165
155
125
130
55
60
90
80
90
10
10
30
30
40
55
10
95
85
80
55
15
40
40
10
70
40
60
40
35
60
90
45
25
40
95
75
40
55
60
75
35
70
55
40
5
25
45
35
35
30
30
40
40
20
55
85
45
