FACNAME,COURSECODE,NAMEENGLISHABBR,SECTION,TOTALCREDIT,STARTTIME,ENDTIME,TEACHTYPE,BUILDINGNAMEABBR,ROOMNO,INSTRUCTORS,STUDYPROGRAMSYSTEM,TOTALREG
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",2,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",3,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",4,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",5,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",6,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",7,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",8,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",9,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",10,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",11,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",12,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",13,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202203","HUM DEF LAB",14,1,"0900","1200","LAB","DEN14","318","STAFF","S",10
"คณะทันตแพทยศาสตร์","3202703","SP ORAL MICROBIO",1,2,"IA","IA","DISC","DEN14","IA","STAFF","S",20
"คณะทันตแพทยศาสตร์","3202704","ORAL MICRO IMM I",1,1,"1000","1100","LECT","DEN16","717","STAFF","S",30
