FACNAME,COURSECODE,NAMEENGLISHABBR,SECTION,TOTALCREDIT,STARTTIME,ENDTIME,TEACHTYPE,BUILDINGNAMEABBR,ROOMNO,INSTRUCTORS,STUDYPROGRAMSYSTEM,TOTALREG
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",1,3,"1600","1700","LECT","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",1,3,"1700","1900","PRAC","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",1,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",2,3,"1600","1700","LECT","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",2,3,"1700","1900","PRAC","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",2,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",3,3,"1600","1700","LECT","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",3,3,"1700","1900","PRAC","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",3,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",4,3,"1600","1700","LECT","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",4,3,"1700","1900","PRAC","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",4,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",5,3,"1600","1700","LECT","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",5,3,"1700","1900","PRAC","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",5,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",6,3,"1600","1700","LECT","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",6,3,"1700","1900","PRAC","MAHIT","202","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",6,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",7,3,"1600","1700","LECT","MAHIT","201","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",7,3,"1700","1900","PRAC","MAHIT","201","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",7,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",8,3,"1600","1700","LECT","MAHIT","201","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",8,3,"1700","1900","PRAC","MAHIT","201","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",8,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",9,3,"1600","1700","LECT","MAHIT","201","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",9,3,"1700","1900","PRAC","MAHIT","201","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",9,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",10,3,"1600","1700","LECT","MAHIT","201","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",10,3,"1700","1900","PRAC","MAHIT","201","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",10,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",11,3,"1600","1700","LECT","MAHIT","201","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",11,3,"1700","1900","PRAC","MAHIT","201","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",11,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",12,3,"1600","1700","LECT","MAHIT","401","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",12,3,"1700","1900","PRAC","MAHIT","401","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",12,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",13,3,"1600","1700","LECT","MAHIT","401","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",13,3,"1700","1900","PRAC","MAHIT","401","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",13,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",14,3,"1600","1700","LECT","MAHIT","401","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",14,3,"1700","1900","PRAC","MAHIT","401","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",14,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",15,3,"1600","1700","LECT","MAHIT","401","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",15,3,"1700","1900","PRAC","MAHIT","401","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",15,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",16,3,"1600","1700","LECT","MAHIT","401","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",16,3,"1700","1900","PRAC","MAHIT","401","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",16,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",17,3,"1600","1700","LECT","MAHIT","412","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",17,3,"1700","1900","PRAC","MAHIT","412","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",17,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",18,3,"1600","1700","LECT","MAHIT","412","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",18,3,"1700","1900","PRAC","MAHIT","412","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",18,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",19,3,"1600","1700","LECT","MAHIT","412","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",19,3,"1700","1900","PRAC","MAHIT","412","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",19,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",20,3,"1600","1700","LECT","MAHIT","412","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",20,3,"1700","1900","PRAC","MAHIT","412","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",20,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",21,3,"1600","1700","LECT","MAHIT","402","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",21,3,"1700","1900","PRAC","MAHIT","402","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",21,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",22,3,"1600","1700","LECT","MAHIT","402","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",22,3,"1700","1900","PRAC","MAHIT","402","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",22,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",23,3,"1600","1700","LECT","MAHIT","402","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",23,3,"1700","1900","PRAC","MAHIT","402","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",23,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",24,3,"1600","1700","LECT","MAHIT","402","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",24,3,"1700","1900","PRAC","MAHIT","402","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",24,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",25,3,"1600","1700","LECT","MAHIT","407","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",25,3,"1700","1900","PRAC","MAHIT","407","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",25,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",26,3,"1600","1700","LECT","MAHIT","407","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",26,3,"1700","1900","PRAC","MAHIT","407","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",26,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",27,3,"1600","1700","LECT","MAHIT","407","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",27,3,"1700","1900","PRAC","MAHIT","407","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",27,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",28,3,"1600","1700","LECT","MAHIT","407","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",28,3,"1700","1900","PRAC","MAHIT","407","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",28,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",29,3,"1600","1700","LECT","MAHIT","408","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",29,3,"1700","1900","PRAC","MAHIT","408","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",29,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",30,3,"1600","1700","LECT","MAHIT","408","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",30,3,"1700","1900","PRAC","MAHIT","408","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",30,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",31,3,"1600","1700","LECT","MAHIT","408","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",31,3,"1700","1900","PRAC","MAHIT","408","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",31,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",32,3,"1600","1700","LECT","MAHIT","408","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",32,3,"1700","1900","PRAC","MAHIT","408","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123101","PARAGRAP WRITING",32,3,"IA","IA","PRAC","IA","IA","STAFF","S",25
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",1,3,"1600","1700","LECT","MAHIT","201","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",1,3,"1700","1900","PRAC","MAHIT","201","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",1,3,"IA","IA","PRAC","IA","IA","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",2,3,"1600","1700","LECT","MAHIT","201","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",2,3,"1700","1900","PRAC","MAHIT","201","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",2,3,"IA","IA","PRAC","IA","IA","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",3,3,"1600","1700","LECT","MAHIT","202","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",3,3,"1700","1900","PRAC","MAHIT","202","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",3,3,"IA","IA","PRAC","IA","IA","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",4,3,"1600","1700","LECT","MAHIT","202","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",4,3,"1700","1900","PRAC","MAHIT","202","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",4,3,"IA","IA","PRAC","IA","IA","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",5,3,"1600","1700","LECT","MAHIT","402","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",5,3,"1700","1900","PRAC","MAHIT","402","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",5,3,"IA","IA","PRAC","IA","IA","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",6,3,"1600","1700","LECT","MAHIT","402","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",6,3,"1700","1900","PRAC","MAHIT","402","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123104","UNIV THAI READING",6,3,"IA","IA","PRAC","IA","IA","STAFF","S",55
"สถาบันภาษาไทยสิรินธร","0123105","THAI WRIT WORK",1,3,"1300","1400","LECT","CUW1","304","STAFF","S",35
"สถาบันภาษาไทยสิรินธร","0123105","THAI WRIT WORK",1,3,"1400","1600","PRAC","CUW1","304","STAFF","S",35
"สถาบันภาษาไทยสิรินธร","0123105","THAI WRIT WORK",1,3,"IA","IA","PRAC","IA","IA","STAFF","S",35
"ศูนย์การศึกษาทั่วไป","0201102","THAI WISDOM",2,3,"0900","1000","LECT","VIDHA","405","STAFF","S",40
"ศูนย์การศึกษาทั่วไป","0201102","THAI WISDOM",2,3,"1000","1200","FWK","VIDHA","405","STAFF","S",40
"ศูนย์การศึกษาทั่วไป","0201102","THAI WISDOM",2,3,"IA","IA","FWK","IA","IA","STAFF","S",40
"ศูนย์การศึกษาทั่วไป","0201103","OUR CU",1,3,"1300","1400","LECT","MHMK","207","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201103","OUR CU",1,3,"1400","1500","DISC","MHMK","207","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201103","OUR CU",1,3,"1500","1600","PRAC","MHMK","207","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201103","OUR CU",1,3,"IA","IA","PRAC","IA","IA","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201103","OUR CU",2,3,"1300","1400","LECT","MHMK","208","STAFF","S",1
"ศูนย์การศึกษาทั่วไป","0201103","OUR CU",2,3,"1400","1500","DISC","MHMK","208","STAFF","S",1
"ศูนย์การศึกษาทั่วไป","0201103","OUR CU",2,3,"1500","1600","PRAC","MHMK","208","STAFF","S",1
"ศูนย์การศึกษาทั่วไป","0201103","OUR CU",2,3,"IA","IA","PRAC","IA","IA","STAFF","S",1
"ศูนย์การศึกษาทั่วไป","0201106","ART SCI FIND HAP",1,3,"1300","1400","LECT","VIDHA","101","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201106","ART SCI FIND HAP",1,3,"1400","1600","DISC","VIDHA","101","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201107","LRN STUD ACT",1,3,"1300","1400","LECT","MAHIT","201","STAFF","S",80
"ศูนย์การศึกษาทั่วไป","0201107","LRN STUD ACT",1,3,"1400","1600","FWK","MAHIT","201","STAFF","S",80
"ศูนย์การศึกษาทั่วไป","0201107","LRN STUD ACT",1,3,"IA","IA","FWK","MAHIT","IA","STAFF","S",80
"ศูนย์การศึกษาทั่วไป","0201107","LRN STUD ACT",2,3,"1300","1400","LECT","MAHIT","201","STAFF","S",80
"ศูนย์การศึกษาทั่วไป","0201107","LRN STUD ACT",2,3,"1400","1600","FWK","MAHIT","201","STAFF","S",80
"ศูนย์การศึกษาทั่วไป","0201107","LRN STUD ACT",2,3,"IA","IA","FWK","IA","IA","STAFF","S",80
"ศูนย์การศึกษาทั่วไป","0201108","FAMILY RELATIONS",1,3,"0900","1200","LECT","VIDHA","101","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201110","SICHANG STUDY",1,3,"1400","1600","LECT","VIDHA","407","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201110","SICHANG STUDY",1,3,"IA","IA","FWK","VIDHA","IA","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201110","SICHANG STUDY",1,3,"IA","IA","IDPS","VIDHA","IA","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201121","LIFE REFL FILM",1,3,"1300","1400","LECT","MAHIT","401","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201121","LIFE REFL FILM",1,3,"1400","1600","DISC","MAHIT","401","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201121","LIFE REFL FILM",2,3,"0900","1000","LECT","MAHIT","201","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201121","LIFE REFL FILM",2,3,"1000","1200","DISC","MAHIT","201","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201122","MGT PUB DISASTER",1,3,"1300","1600","LECT","VIDHA","101","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201123","CULT TRAD TH LIFE",1,3,"0900","1100","LECT","AR","AR","STR","I",40
"ศูนย์การศึกษาทั่วไป","0201123","CULT TRAD TH LIFE",1,3,"1100","1200","PRAC","AR","AR","STR","I",40
"ศูนย์การศึกษาทั่วไป","0201123","CULT TRAD TH LIFE",1,3,"AR","AR","PRAC","AR","AR","STR","I",40
"ศูนย์การศึกษาทั่วไป","0201123","CULT TRAD TH LIFE",2,3,"1300","1500","LECT","MAHIT","207","STR","I",62
"ศูนย์การศึกษาทั่วไป","0201123","CULT TRAD TH LIFE",2,3,"1500","1600","PRAC","MAHIT","207","STR","I",62
"ศูนย์การศึกษาทั่วไป","0201123","CULT TRAD TH LIFE",2,3,"AR","AR","PRAC","AR","AR","STR","I",62
"ศูนย์การศึกษาทั่วไป","0201123","CULT TRAD TH LIFE",3,3,"0900","1100","LECT","ECON","410","STAFF","I",62
"ศูนย์การศึกษาทั่วไป","0201123","CULT TRAD TH LIFE",3,3,"1100","1200","PRAC","ECON","410","STAFF","I",62
"ศูนย์การศึกษาทั่วไป","0201123","CULT TRAD TH LIFE",3,3,"AR","AR","PRAC","AR","AR","STAFF","I",62
"ศูนย์การศึกษาทั่วไป","0201125","MGT DIFF CULT",1,3,"0900","1200","LECT","MCS","501/9","STAFF","I",40
"ศูนย์การศึกษาทั่วไป","0201131","THAI COAST COM DEV",2,3,"1400","1600","LECT","VIDHA","404","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201131","THAI COAST COM DEV",2,3,"IA","IA","FWK","VIDHA","IA","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201141","COAST ENV",1,3,"0900","1000","LECT","VIDHA","407","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201141","COAST ENV",1,3,"1000","1100","DISC","VIDHA","407","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201141","COAST ENV",1,3,"1100","1200","FWK","VIDHA","407","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201141","COAST ENV",1,3,"IA","IA","FWK","VIDHA","IA","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201151","OUR ENVIRONMENT",1,3,"0900","1200","LECT","AR","AR","STAFF","I",40
"ศูนย์การศึกษาทั่วไป","0201151","OUR ENVIRONMENT",1,3,"0900","1200","LECT","AR","AR","STAFF","I",50
"ศูนย์การศึกษาทั่วไป","0201151","OUR ENVIRONMENT",1,3,"1300","1600","LECT","CUP13","601","STAFF","S",40
"ศูนย์การศึกษาทั่วไป","0201151","OUR ENVIRONMENT",1,3,"1300","1600","LECT","CUP13","601","STAFF","S",50
"ศูนย์การศึกษาทั่วไป","0201151","OUR ENVIRONMENT",2,3,"1300","1600","LECT","AR","AR","STAFF","I",42
"ศูนย์การศึกษาทั่วไป","0201153","WASTE MANAGEMENT",1,3,"1300","1600","LECT","VIDHA","407","STAFF","S",40
"ศูนย์การศึกษาทั่วไป","0201171","EFFECT CAREER MGT",1,3,"0900","1200","LECT","BRK","AR","STAFF,STAFF","I",40
"ศูนย์การศึกษาทั่วไป","0201172","SELF/CAREER MGT",1,3,"1300","1600","LECT","ARCH1","AR","STAFF","I",40
"ศูนย์การศึกษาทั่วไป","0201200","STUD PROC THAI SOC",1,3,"1300","1500","LECT","MAHIT","202","STAFF","S",100
"ศูนย์การศึกษาทั่วไป","0201200","STUD PROC THAI SOC",1,3,"1500","1600","FWK","MAHIT","202","STAFF","S",100
"ศูนย์การศึกษาทั่วไป","0201200","STUD PROC THAI SOC",1,3,"IA","IA","FWK","IA","IA","STAFF","S",100
"ศูนย์การศึกษาทั่วไป","0201201","IDEAL GRADUATE I",1,3,"1300","1600","LECT","VIDHA","408","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201201","IDEAL GRADUATE I",2,3,"0900","1200","LECT","VIDHA","101","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201202","IDEAL GRADUATE II",1,3,"1300","1600","DISC","VIDHA","408","STAFF","S",40
"ศูนย์การศึกษาทั่วไป","0201203","IDEAL GRADUATE III",1,3,"0900","1200","DISC","VIDHA","101","STAFF","S",40
"ศูนย์การศึกษาทั่วไป","0201204","IDEAL GRADUATE IV",1,3,"1300","1600","DISC","VIDHA","408","STAFF","S",50
"ศูนย์การศึกษาทั่วไป","0201205","IDEAL GRADUATE V",1,3,"1300","1600","DISC","VIDHA","408","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201206","THAI IDEAL GRAD",1,3,"1300","1500","LECT","POL3","514","VPM","S",50
"ศูนย์การศึกษาทั่วไป","0201206","THAI IDEAL GRAD",1,3,"1500","1600","DISC","POL3","514","VPM","S",50
"ศูนย์การศึกษาทั่วไป","0201209","VALUE URB ENV",2,3,"1300","1400","LECT","VIDHA","405","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201209","VALUE URB ENV",2,3,"1400","1500","DISC","VIDHA","405","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201209","VALUE URB ENV",2,3,"1500","1600","FWK","VIDHA","405","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201209","VALUE URB ENV",2,3,"IA","IA","FWK","VIDHA","IA","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201210","MAT MGT GREEN",1,3,"1300","1600","LECT","VIDHA","404","STAFF","S",60
"ศูนย์การศึกษาทั่วไป","0201211","MEDITAT LIFE DEV",1,3,"1300","1500","LECT","MAHIT","402","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201211","MEDITAT LIFE DEV",1,3,"1500","1600","PRAC","MAHIT","402","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201211","MEDITAT LIFE DEV",1,3,"IA","IA","PRAC","IA","IA","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201211","MEDITAT LIFE DEV",2,3,"1300","1500","LECT","MAHIT","402","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201211","MEDITAT LIFE DEV",2,3,"1500","1600","PRAC","MAHIT","402","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201211","MEDITAT LIFE DEV",2,3,"IA","IA","PRAC","IA","IA","STAFF","S",0
"ศูนย์การศึกษาทั่วไป","0201230","MAN/PEACE",1,3,"1300","1600","LECT","VIDHA","407","STAFF","S",50
"ศูนย์การศึกษาทั่วไป","0201231","URB COMM STUD",1,3,"0900","1000","LECT","MAHIT","305","STAFF","S",50
"ศูนย์การศึกษาทั่วไป","0201231","URB COMM STUD",1,3,"1000","1100","SMNA","MAHIT","305","STAFF","S",50
"ศูนย์การศึกษาทั่วไป","0201231","URB COMM STUD",1,3,"1100","1200","FWK","MAHIT","305","STAFF","S",50
"ศูนย์การศึกษาทั่วไป","0201231","URB COMM STUD",1,3,"IA","IA","FWK","IA","IA","STAFF","S",50
"ศูนย์การศึกษาทั่วไป","0201232","MULTI STUD RUR DEV",1,3,"1300","1400","LECT","MAHIT","412","STAFF","I",45
"ศูนย์การศึกษาทั่วไป","0201232","MULTI STUD RUR DEV",1,3,"1400","1500","DISC","MAHIT","412","STAFF","I",45
"ศูนย์การศึกษาทั่วไป","0201232","MULTI STUD RUR DEV",1,3,"AR","AR","FWK","AR","AR","STAFF","I",45
"ศูนย์การศึกษาทั่วไป","0201232","MULTI STUD RUR DEV",2,3,"1500","1600","LECT","MAHIT","412","STAFF","I",57
"ศูนย์การศึกษาทั่วไป","0201232","MULTI STUD RUR DEV",2,3,"1600","1700","DISC","MAHIT","412","STAFF","I",57
"ศูนย์การศึกษาทั่วไป","0201232","MULTI STUD RUR DEV",2,3,"AR","AR","FWK","AR","AR","STAFF","I",57
"ศูนย์การศึกษาทั่วไป","0201234","LOC GLOB ISS",1,3,"1300","1500","LECT","ARCH1","213","STAFF","I",40
"ศูนย์การศึกษาทั่วไป","0201234","LOC GLOB ISS",1,3,"1500","1600","IDPS","ARCH1","213","STAFF","I",40
"ศูนย์การศึกษาทั่วไป","0201234","LOC GLOB ISS",1,3,"AR","AR","IDPS","AR","AR","STAFF","I",40
"ศูนย์การศึกษาทั่วไป","0201251","P2 CONTROL",1,3,"0900","1200","LECT","ARCH1","211","STAFF","I",40
