FACNAME,COURSECODE,NAMEENGLISHABBR,SECTION,TOTALCREDIT,STARTTIME,ENDTIME,TEACHTYPE,BUILDINGNAMEABBR,ROOMNO,INSTRUCTORS,STUDYPROGRAMSYSTEM,TOTALREG
"คณะแพทยศาสตร์","3008834","DIAG PARASIT",1,2,"0900","1200","LAB","O.P.R","IA","STAFF","S",5
"คณะแพทยศาสตร์","3009603","PRAC PATHO",1,2,"IA","IA","PRAC","O.P.R","IA","STAFF","S",3
"คณะแพทยศาสตร์","3009604","PRAC FNA",1,2,"IA","IA","PRAC","O.P.R","IA","STAFF","S",3
"คณะแพทยศาสตร์","3009706","CYTOPATHOLOGY",1,1,"IA","IA","LECT","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009707","GROSS PATHOLOGY",1,1,"IA","IA","LAB","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009708","ELEC MICRO TECH",1,1,"IA","IA","LECT","O.P.R","IA","STAFF","S",4
"คณะแพทยศาสตร์","3009710","MULTIMEDIA PATHO",1,1,"IA","IA","LECT","O.P.R","IA","STAFF","S",15
"คณะแพทยศาสตร์","3009711","PRAC SUR PATHO",1,2,"IA","IA","LAB","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009712","MODERN PATHO",1,1,"IA","IA","LECT","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009713","PRAC CYTOPATHO",1,2,"IA","IA","LAB","O.P.R","1213","STAFF","S",10
"คณะแพทยศาสตร์","3009719","LAB PRAC PATHO",1,2,"IA","IA","LAB","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009720","LAB PRAC IMMPATHO",1,2,"IA","IA","LAB","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009720","LAB PRAC IMMPATHO",1,2,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009721","LAB PRAC MOL PATHO",1,2,"IA","IA","LAB","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009725","PED PATHO",1,2,"IA","IA","LECT","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009726","IMMUNO PATHO",1,2,"IA","IA","LECT","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009802","AUT PRAC I",1,4,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009804","PRAC SURG PATH I",1,2,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009807","MULTIMEDIA PATH",1,1,"IA","IA","DISC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009809","PATH GRAND ROUND",1,3,"IA","IA","DISC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009809","PATH GRAND ROUND",1,3,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009832","PATH X-RAYS CONF",1,1,"IA","IA","DISC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009834","ULTRA PATH",1,1,"IA","IA","LECT","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009835","AUT PRAC II",1,2,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009836","PRAC SURG PATH II",1,4,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009842","AUT PRAC III",1,4,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009843","PRAC SURG PATH III",1,4,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009844","GYNEPATH",1,2,"IA","IA","DISC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009844","GYNEPATH",1,2,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009850","PATHOLOGY",1,2,"IA","IA","LECT","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009852","SPEC PROJ II",1,2,"IA","IA","IDPS","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009854","SPEC PROJ I",1,2,"IA","IA","IDPS","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009860","DIAG SURG PATH I",1,2,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009870","RADIO PATHO CORR",1,2,"IA","IA","CLIN","O.P.R","1213","STAFF","S",35
"คณะแพทยศาสตร์","3009884","NEURO-PATH-CORR II",1,1,"IA","IA","LAB","O.P.R","IA","STAFF","S",15
"คณะแพทยศาสตร์","3009885","DIAG CYTOPATH I",1,2,"IA","IA","PRAC","O.P.R","IA","STAFF","S",15
"คณะแพทยศาสตร์","3009886","DIAG SURG PATH II",1,2,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009887","DIAG CYTOPATH II",1,2,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009888","SPEC PATH",1,4,"IA","IA","DISC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009888","SPEC PATH",1,4,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009889","PATH CLIN CORR",1,3,"IA","IA","DISC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009889","PATH CLIN CORR",1,3,"IA","IA","IDPS","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009890","DIAG SURG PATH III",1,2,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009891","DIAG CYTOPATH III",1,2,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009892","APP IMMPATH",1,2,"IA","IA","DISC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009892","APP IMMPATH",1,2,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009893","APP MOL PATH",1,2,"IA","IA","DISC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009893","APP MOL PATH",1,2,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3009895","NEUROPATHOLOGY",1,1,"IA","IA","PRAC","O.P.R","1213","STAFF","S",15
"คณะแพทยศาสตร์","3010101","DRUG DAILY LIFE",1,3,"1300","1500","LECT","ANAND","301","STAFF","S",200
"คณะแพทยศาสตร์","3010101","DRUG DAILY LIFE",1,3,"1500","1600","DISC","ANAND","301","STAFF","S",200
"คณะแพทยศาสตร์","3010705","RES METHO MED SCI",1,2,"0800","1000","LECT","ANAND","201","STAFF","S",20
"คณะแพทยศาสตร์","3010706","RES METRO IN PHARM",1,2,"0800","1000","LECT","ANAND","201","STAFF","S",15
"คณะแพทยศาสตร์","3010710","DRUG DETERMINATION",1,3,"1000","1100","LECT","PADTA","1007","STAFF","S",10
"คณะแพทยศาสตร์","3010710","DRUG DETERMINATION",1,3,"1100","1200","LAB","PADTA","1007","STAFF","S",10
"คณะแพทยศาสตร์","3010710","DRUG DETERMINATION",1,3,"1300","1600","LAB","PADTA","1007","STAFF","S",10
"คณะแพทยศาสตร์","3010716","SYS PHARMACOL I",1,3,"0900","1100","LECT","PADTA","1007","STAFF","S",5
"คณะแพทยศาสตร์","3010716","SYS PHARMACOL I",1,3,"1100","1200","LAB","PADTA","1007","STAFF","S",5
"คณะแพทยศาสตร์","3010716","SYS PHARMACOL I",1,3,"IA","IA","LAB","IA","IA","STAFF","S",5
"คณะแพทยศาสตร์","3010719","IMMUNOPHARM",1,3,"0900","1100","LECT","PADTA","1009","STAFF","S",10
"คณะแพทยศาสตร์","3010719","IMMUNOPHARM",1,3,"1100","1200","DISC","PADTA","1009","STAFF","S",10
"คณะแพทยศาสตร์","3010720","CANCER BIO THER",1,3,"0900","1100","LECT","PADTA","1008","STAFF","I",30
"คณะแพทยศาสตร์","3010720","CANCER BIO THER",1,3,"0900","1100","LECT","PADTA","1008","STAFF","I",5
"คณะแพทยศาสตร์","3010720","CANCER BIO THER",1,3,"0900","1100","LECT","PADTA","1008","STAFF","S",30
"คณะแพทยศาสตร์","3010720","CANCER BIO THER",1,3,"0900","1100","LECT","PADTA","1008","STAFF","S",5
"คณะแพทยศาสตร์","3010720","CANCER BIO THER",1,3,"1100","1200","DISC","PADTA","1008","STAFF","I",30
"คณะแพทยศาสตร์","3010720","CANCER BIO THER",1,3,"1100","1200","DISC","PADTA","1008","STAFF","I",5
"คณะแพทยศาสตร์","3010720","CANCER BIO THER",1,3,"1100","1200","DISC","PADTA","1008","STAFF","S",30
"คณะแพทยศาสตร์","3010720","CANCER BIO THER",1,3,"1100","1200","DISC","PADTA","1008","STAFF","S",5
"คณะแพทยศาสตร์","3010722","RES MED SCI",1,2,"0800","1000","LECT","PADTA","1007","STAFF","S",10
"คณะแพทยศาสตร์","3011658","US GEN PRAC",6,2,"IA","IA","LECT","KUMKL","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011658","US GEN PRAC",6,2,"IA","IA","PRAC","KUMKL","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011668","INTERV RADIO",1,2,"IA","IA","PRAC","NARA","IA","STAFF","S",9
"คณะแพทยศาสตร์","3011670","THER RAD ONCO",1,2,"IA","IA","PRAC","VONG","IA","STAFF","S",5
"คณะแพทยศาสตร์","3011670","THER RAD ONCO",1,2,"IA","IA","TUT","VONG","IA","STAFF","S",5
"คณะแพทยศาสตร์","3011672","NUCL MED GEN PRAC",1,2,"IA","IA","PRAC","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011674","DIAG RADIOL",5,2,"IA","IA","DISC","CHAN","IA","STAFF","S",3
"คณะแพทยศาสตร์","3011674","DIAG RADIOL",5,2,"IA","IA","PRAC","CHAN","IA","STAFF","S",3
"คณะแพทยศาสตร์","3011676","ESS DIAG RADIOL",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",49
"คณะแพทยศาสตร์","3011676","ESS DIAG RADIOL",1,2,"IA","IA","PRAC","POSA","IA","STAFF","S",49
"คณะแพทยศาสตร์","3011709","BAS INTERV RADIOL",1,1,"IA","IA","LECT","POSA","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011713","ADV INTERV RADIOL",1,2,"IA","IA","CLIN","POSA","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011713","ADV INTERV RADIOL",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011716","RES PROJ I",1,2,"IA","IA","DISC","APAN","IA","STAFF","S",31
"คณะแพทยศาสตร์","3011716","RES PROJ I",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",31
"คณะแพทยศาสตร์","3011717","RES PROJ II",1,2,"IA","IA","DISC","APAN","IA","STAFF","S",30
"คณะแพทยศาสตร์","3011717","RES PROJ II",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",30
"คณะแพทยศาสตร์","3011718","MOL IMAG THEO",1,1,"IA","IA","LECT","POSA","IA","STAFF","S",30
"คณะแพทยศาสตร์","3011719","BAS CVS DX IMAG",1,1,"IA","IA","LECT","APAN","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011720","BAS PED DX IMAG",1,1,"IA","IA","LECT","SK","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011721","BAS DX IMAG HD NK",1,1,"IA","IA","LECT","APAN","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011722","BAS DX IMAG RESP",1,2,"IA","IA","CLIN","CHUL","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011722","BAS DX IMAG RESP",1,2,"IA","IA","LECT","CHUL","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011723","BAS DX IMAG ABDO",1,2,"IA","IA","CLIN","O.P.R","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011723","BAS DX IMAG ABDO",1,2,"IA","IA","LECT","O.P.R","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011724","DX IMAG GEN",1,2,"IA","IA","CLIN","O.P.R","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011724","DX IMAG GEN",1,2,"IA","IA","LECT","O.P.R","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011725","BAS DX IMAG MUSCU",1,2,"IA","IA","CLIN","APAN","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011725","BAS DX IMAG MUSCU",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011726","BAS DX IMAG NERV",1,2,"IA","IA","LAB","APAN","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011726","BAS DX IMAG NERV",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011728","PRAC NM GEN RAD I",1,1,"IA","IA","CLIN","POSA","IA","STAFF","S",8
"คณะแพทยศาสตร์","3011729","PRAC NM GEN RAD II",1,2,"IA","IA","CLIN","APAN","IA","STAFF","S",8
"คณะแพทยศาสตร์","3011730","DX IMAG BREASTS",1,1,"IA","IA","LECT","VONG","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011731","ADV DX IMAG RESP",1,1,"IA","IA","CLIN","CHUL","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011732","ADV DX IMAG ABDO",1,1,"IA","IA","CLIN","O.P.R","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011733","ADV DX IMAG MUSCU",1,1,"IA","IA","CLIN","CHUL","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011734","ADV DX IMAG NERV",1,1,"IA","IA","CLIN","APAN","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011735","ADV PED DX IMAG",1,2,"IA","IA","CLIN","SK","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011735","ADV PED DX IMAG",1,2,"IA","IA","LECT","SK","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011736","ADV DX IMAG HD NK",1,2,"IA","IA","CLIN","APAN","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011736","ADV DX IMAG HD NK",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011737","ADV CVS DX IMAG",1,2,"IA","IA","CLIN","APAN","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011737","ADV CVS DX IMAG",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011738","PHYS BRACHY",1,1,"IA","IA","LECT","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011740","CLIN ONCO III",1,3,"IA","IA","CLIN","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011749","INT MED NM PHYS",1,2,"IA","IA","CLIN","APAN","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011749","INT MED NM PHYS",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011757","BAS BODY CT MRI",1,1,"IA","IA","CLIN","APAN","IA","STAFF","S",6
"คณะแพทยศาสตร์","3011760","UPD NM I",1,2,"IA","IA","SMNA","POSA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011761","RIA REL TECH",1,1,"IA","IA","PRAC","POSA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011764","ADV NP NM IMAG",1,1,"IA","IA","LECT","POSA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011765","RADPHARM RADCHEM",1,1,"IA","IA","LECT","POSA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011766","BAS PRAC NM DX RX",1,4,"IA","IA","CLIN","POSA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011767","ADV PRAC NM IMAG",1,6,"IA","IA","CLIN","POSA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011768","NM MOL IMAG PRAC",1,2,"IA","IA","CLIN","IA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011769","ADV PRAC NM NO IMG",1,2,"IA","IA","CLIN","IA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011770","ADV PRAC NM THER",1,4,"IA","IA","CLIN","IA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011771","PHYS TELE",1,2,"IA","IA","LECT","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011771","PHYS TELE",1,2,"IA","IA","PRAC","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011773","CLIN ONCO I",1,4,"IA","IA","CLIN","VONG","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011773","CLIN ONCO I",1,4,"IA","IA","LECT","VONG","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011774","CLIN THER I",1,4,"IA","IA","CLIN","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011775","CLIN ONCO II",1,4,"IA","IA","CLIN","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011775","CLIN ONCO II",1,4,"IA","IA","LECT","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011776","ADV PHYS",1,2,"IA","IA","LECT","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011776","ADV PHYS",1,2,"IA","IA","PRAC","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011778","BRACHY",1,2,"IA","IA","CLIN","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011779","CLIN THER II",1,4,"IA","IA","CLIN","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011782","UPD NM II",1,1,"IA","IA","SMNA","IA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011783","INTEG RAD SEM",1,1,"IA","IA","SMNA","CHUL","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011784","CVS DX IMAG I",1,2,"IA","IA","CLIN","POSA","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011784","CVS DX IMAG I",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011786","DX IMAG HD NK I",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011788","APPL NM I",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011789","B/A DX IMAG BRST",1,2,"IA","IA","CLIN","POSA","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011789","B/A DX IMAG BRST",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011790","CVS DX IMAG II",1,1,"IA","IA","CLIN","POSA","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011792","DX IMAG HD NK II",1,1,"IA","IA","CLIN","POSA","IA","STAFF","S",24
"คณะแพทยศาสตร์","3011793","ADV NM THER PRAC",1,3,"IA","IA","CLIN","POSA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011794","APP NM II",1,2,"IA","IA","SMNA","POSA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011795","NM THEO",1,1,"IA","IA","LECT","POSA","IA","STAFF","S",34
"คณะแพทยศาสตร์","3011796","NM PRAC",1,2,"IA","IA","CLIN","POSA","IA","STAFF","S",34
"คณะแพทยศาสตร์","3011796","NM PRAC",1,2,"IA","IA","PRAC","POSA","IA","STAFF","S",34
"คณะแพทยศาสตร์","3011797","HOLISTIC CANCER",1,2,"IA","IA","CLIN","POSA","IA","STAFF","S",8
"คณะแพทยศาสตร์","3011798","AD NM MOL IMAG PRC",1,2,"IA","IA","PRAC","POSA","IA","STAFF","S",2
"คณะแพทยศาสตร์","3011811","THESIS",1,12,"IA","IA","IDPS","APAN","IA","STAFF","S",14
"คณะแพทยศาสตร์","3011831","NEUROIMAG EPILEPSY",1,2,"IA","IA","PRAC","APAN","IA","STAFF","S",3
"คณะแพทยศาสตร์","3011853","DIAG IMAG ANES",1,1,"IA","IA","PRAC","APAN","IA","STAFF","S",20
"คณะแพทยศาสตร์","3011854","RADIATION PHYSICS",1,2,"IA","IA","LECT","PADTA","IA","STAFF","S",30
"คณะแพทยศาสตร์","3011855","RADIOBIOLOGY",1,1,"IA","IA","LECT","PADTA","IA","STAFF","S",30
"คณะแพทยศาสตร์","3011867","RADIATION ONCOLOGY",1,3,"IA","IA","LECT","VONG","IA","STAFF","S",30
"คณะแพทยศาสตร์","3011867","RADIATION ONCOLOGY",1,3,"IA","IA","PRAC","VONG","IA","STAFF","S",30
"คณะแพทยศาสตร์","3011868","NUCLEAR MEDICINE",1,3,"IA","IA","LECT","POSA","IA","STAFF","S",42
"คณะแพทยศาสตร์","3011868","NUCLEAR MEDICINE",1,3,"IA","IA","PRAC","POSA","IA","STAFF","S",42
"คณะแพทยศาสตร์","3011869","DIAG IMAGING I",1,3,"IA","IA","DISC","CHUL","IA","STAFF","S",30
"คณะแพทยศาสตร์","3011869","DIAG IMAGING I",1,3,"IA","IA","LECT","CHUL","IA","STAFF","S",30
"คณะแพทยศาสตร์","3011869","DIAG IMAGING I",1,3,"IA","IA","SMNA","CHUL","IA","STAFF","S",30
"คณะแพทยศาสตร์","3011870","DIAG IMAGING II",1,3,"IA","IA","PRAC","APAN","IA","STAFF","S",30
"คณะแพทยศาสตร์","3011871","RAD PHYS",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011872","RADIATION SAFETY",1,1,"IA","IA","LECT","POSA","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011873","HEALTH PHYSICS",1,1,"IA","IA","LECT","POSA","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011876","DIAGNOSTIC IMAGING",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011877","INTRO IM PROC",1,1,"IA","IA","LECT","TAB","231","STAFF","S",12
"คณะแพทยศาสตร์","3011878","IM FU PIC ARC COMP",1,1,"IA","IA","LECT","POSA","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011879","MED PHYS SEM I",1,1,"IA","IA","SMNA","POSA","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011883","PHYS DIAG RAD IM",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",8
"คณะแพทยศาสตร์","3011884","NON ION RAD",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",8
"คณะแพทยศาสตร์","3011885","PHYS MRI",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",8
"คณะแพทยศาสตร์","3011886","APP IM PROC TECH",1,1,"IA","IA","LECT","ENG4","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011888","PHYS RAD THER",1,2,"IA","IA","LECT","VONG","IA","STAFF","S",6
"คณะแพทยศาสตร์","3011889","RADIATION ONCOLOGY",1,2,"IA","IA","LECT","VONG","IA","STAFF","S",6
"คณะแพทยศาสตร์","3011890","PHYS NUC MED",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",6
"คณะแพทยศาสตร์","3011891","BIOCHEM NUC MED",1,1,"IA","IA","LECT","APAN","IA","STAFF","S",6
"คณะแพทยศาสตร์","3011892","PHYSIO NUC MED",1,1,"IA","IA","LECT","APAN","IA","STAFF","S",6
"คณะแพทยศาสตร์","3011893","CLIN NUC MED IM",1,2,"IA","IA","LECT","APAN","IA","STAFF","S",6
"คณะแพทยศาสตร์","3011901","BIOMED INSTRU",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011902","ANAT MED IMAG",1,1,"IA","IA","LECT","POSA","IA","STAFF","S",12
"คณะแพทยศาสตร์","3011904","RADIATION BIOLOGY",1,2,"IA","IA","LECT","VONG","IA","STAFF","S",6
"คณะแพทยศาสตร์","3011920","RES DEV",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011920","RES DEV",1,2,"IA","IA","PRAC","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011921","RES PROJ I",1,2,"IA","IA","LECT","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011922","RES PROJ II",1,2,"IA","IA","LECT","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011923","SEMINAR I",1,2,"IA","IA","SMNA","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011924","SEMINAR II",1,2,"IA","IA","SMNA","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011925","IMAG PROC",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011926","INTR CLIN AWARE",1,2,"IA","IA","CLIN","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011926","INTR CLIN AWARE",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011927","PROF COM QUAL MGT",1,2,"IA","IA","CLIN","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011927","PROF COM QUAL MGT",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011928","QC IMAG EQUIP",1,4,"IA","IA","LECT","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011928","QC IMAG EQUIP",1,4,"IA","IA","PRAC","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011929","EQUIP TECH MGT",1,4,"IA","IA","LECT","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011929","EQUIP TECH MGT",1,4,"IA","IA","PRAC","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011930","RAD DOS CALIB",1,4,"IA","IA","LECT","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011930","RAD DOS CALIB",1,4,"IA","IA","PRAC","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011931","PT DOS DOS AUD",1,4,"IA","IA","CLIN","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011931","PT DOS DOS AUD",1,4,"IA","IA","LECT","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011932","OPT DOS IMAG QUAL",1,4,"IA","IA","CLIN","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011932","OPT DOS IMAG QUAL",1,4,"IA","IA","LECT","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011933","INTR CLI RAD ONCO",1,2,"IA","IA","LECT","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011934","ADV PHYS RT",1,2,"IA","IA","LECT","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011935","CLIN BRACHYTHERAPY",1,4,"IA","IA","CLIN","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011936","CLIN DOSIMETRY I",1,4,"IA","IA","CLIN","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011937","CLIN DOSIMETRY II",1,4,"IA","IA","CLIN","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011938","QUAL ASSCE I",1,4,"IA","IA","CLIN","POSA","IA","STAFF","S",4
"คณะแพทยศาสตร์","3011939","QUAL ASSCE II",1,4,"IA","IA","CLIN","VONG","IA","STAFF","S",4
"คณะแพทยศาสตร์","3012622","MGT COM AC PAIN",1,2,"IA","IA","DISC","SIRIN","IA","STAFF","S",13
"คณะแพทยศาสตร์","3012622","MGT COM AC PAIN",1,2,"IA","IA","PRAC","SIRIN","IA","STAFF","S",13
"คณะแพทยศาสตร์","3012622","MGT COM AC PAIN",4,2,"IA","IA","DISC","CHOL","IA","STAFF","S",3
"คณะแพทยศาสตร์","3012622","MGT COM AC PAIN",4,2,"IA","IA","PRAC","CHOL","IA","STAFF","S",3
"คณะแพทยศาสตร์","3012624","ANESTH PRAC",1,2,"IA","IA","LECT","SIRIN","IA","STAFF","S",11
