COURSE_NO,COURSE_CODE,COURSE_NAME,COURSE_SECTION,COURSE_TYPE,COURSE_DAY,COURSE_STARTTIME,COURSE_ENDTIME,ROOM_BUILDING,ROOM_CODE,ENROLL,CAPACITY
312,2105466,NAT GAS/OIL COND,1,LECT,TU,09:30,12:30,ENG3,408,40,55
313,2105482,ENV CHEM ENG,1,LECT,TH,13:00,16:00,ENG3,320,45,70
314,2105482,ENV CHEM ENG,2,LECT,TU,13:00,16:00,ENG3,322,45,50
315,2105488,NANOTECH ENG,1,LECT,FR,09:00,12:00,ENG3,205,50,95
316,2105601,ADV MATH FOR CHE,2,LECT,WE,13:00,16:00,ENG3,408,10,10
317,2105605,CHEM ENG SEMINAR I,1,LECT,MO,12:00,13:00,ENG3,320,25,40
318,2105605,CHEM ENG SEMINAR I,2,LECT,MO,12:00,13:00,ENG3,321,25,35
319,2105605,CHEM ENG SEMINAR I,3,LECT,MO,12:00,13:00,ENG3,322,25,35
320,2105605,CHEM ENG SEMINAR I,9,LECT,SA,11:00,12:00,ENG4,41003,40,45
321,2105607,CHEM PROC SCL UP,1,LECT,MO,13:00,16:00,ENG3,321,40,50
322,2105612,CHEM PROC PROD DEV,1,LECT,TH,13:00,16:00,ENG3,315,75,125
323,2105617,RES METH STAT ANAL,1,LECT,MO,08:00,11:00,ENG3,406,45,85
324,2105617,RES METH STAT ANAL,9,LECT,SU,09:00,12:00,ENG4,41003,50,95
325,2105618,CHAR INSTR ANAL,1,LECT,TU,09:30,12:30,ENG1,113,40,55
326,2105618,CHAR INSTR ANAL,3,LECT,WE,09:30,12:30,ENG3,403,40,70
327,2105618,CHAR INSTR ANAL,9,LECT,SA,17:00,20:00,ENG4,41003,50,50
328,2105622,CHEM PROC SIM OPT,1,LECT,TH,08:00,11:00,ENG3,403,30,30
329,2105623,OPTIMIZATION,1,LECT,MO,13:00,16:00,ENG3,407,15,25
330,2105631,ADV CAT POLYMERS,1,LECT,TU,13:00,16:00,ENG3,403,55,85
331,2105631,ADV CAT POLYMERS,9,LECT,SU,13:00,16:00,ENG4,41003,50,100
332,2105632,PETROCHEM TECH,1,LECT,TU,08:00,11:00,ENG1,302,70,85
333,2105632,PETROCHEM TECH,9,LECT,SA,13:00,16:00,ENG4,41003,50,70
334,2105637,DSGN IND CATALYSTS,1,LECT,MO,08:00,11:00,ENG3,402,40,40
335,2105638,ADV POLYMER ENG,1,LECT,MO,08:00,11:00,ENG3,324,25,40
336,2105649,POLYM BLEND COMPST,1,LECT,TU,13:00,16:00,ENG3,318,50,55
337,2105676,INSTR CHEM PROC,1,LECT,FR,08:00,11:00,ENG1,303,30,55
338,2105681,CAT DEACTIVATION,1,LECT,TH,08:00,11:00,ENG3,402,30,40
339,2105718,SEMINAR CHE IV,1,LECT,WE,12:00,13:00,ENG3,321,40,70
340,2105894,DOC DISSERT SEM,1,SMNA,TH,12:00,13:00,ENG3,418,20,35
341,2105894,DOC DISSERT SEM,2,SMNA,TH,12:00,13:00,ENG3,319,20,25
342,2105894,DOC DISSERT SEM,3,SMNA,TH,12:00,13:00,ENG3,320,20,30
343,2105894,DOC DISSERT SEM,9,SMNA,SA,10:00,11:00,ENG4,41001,20,25
344,2106251,GENERAL GEOLOGY,1,LECT,MO,13:00,15:00,ENG4,41501,30,55
345,2106251,GENERAL GEOLOGY,1,LAB,WE,13:00,16:00,ENG4,41501,30,30
346,2106331,MINERAL PROC ENG,1,LECT,MO,09:30,11:30,SALAB,203,30,50
347,2106331,MINERAL PROC ENG,1,LECT,WE,08:00,09:30,SALAB,203,30,45
348,2106331,MINERAL PROC ENG,2,LECT,WE,16:00,19:00,SALAB,203,4,10
349,2106332,RES PROC LAB I,1,LAB,TU,16:00,19:00,SALAB,203,30,30
350,2106332,RES PROC LAB I,2,LAB,TU,13:00,16:00,SALAB,203,4,10
351,2106415,RES RECOV RECYCL,1,LECT,MO,17:00,20:00,SALAB,203,30,45
352,2106434,MAT HANDL ENG,1,LECT,TU,17:00,20:00,SALAB,203,30,45
353,2106482,ADV TOP RES ENG II,1,LECT,TH,16:00,19:00,SALAB,203,10,20
354,2107212,CHEM ENV ENG I,1,LECT,TU,13:00,14:00,ENV,253,50,85
355,2107212,CHEM ENV ENG I,1,LAB,TU,14:00,17:00,ENV,253,50,75
356,2107219,URBAN ENVIRONMENTS,1,LECT,TH,13:00,16:00,ENG3,409,100,155
357,2107219,URBAN ENVIRONMENTS,2,LECT,FR,09:00,12:00,ENG3,409,100,175
358,2107220,ENV DAILY LIFE,1,LECT,FR,09:00,11:00,ENG3,315,150,300
359,2107220,ENV DAILY LIFE,1,DISC,FR,11:00,12:00,ENG3,315,150,175
360,2107411,WAT SUPP ENG DES,1,LECT,MO,08:00,11:00,ENG3,308,50,55
361,2107411,WAT SUPP ENG DES,1,LAB,WE,08:00,11:00,ENG3,308,50,50
362,2107445,AIR POLL CTRL/DSGN,1,LECT,TU,09:30,11:00,ENG3,206,50,85
363,2107446,TREAT OF IND WASTE,1,LECT,TH,13:00,16:00,ENG3,417,45,85
364,2107448,NOISE/VIB CTRL,1,LECT,MO,09:30,11:30,ENG3,322,50,100
365,2107450,ENV SYS MANAGE,1,LECT,MO,13:00,16:00,ENG3,320,50,90
366,2107452,PHYS CHEM TREAT,1,LECT,TU,13:00,16:00,ENG3,417,45,45
367,2107453,PUB HLTH ENG,1,LECT,MO,13:00,16:00,ENG3,305,40,50
368,2107460,INTRO HZ WASTE TM,1,LECT,TU,11:00,12:30,ENG3,206,50,65
369,2107462,HAZ WASTE TREAT,1,LECT,TU,11:00,12:30,ENG3,204,40,60
370,2107481,INTRO ENV IM ASSMT,1,LECT,FR,09:00,12:00,ENG3,421,50,85
371,2107493,INT ENV IMPACT EVA,1,LECT,FR,09:00,12:00,ENG3,421,10,20
372,2107499,ENV ENG PROJ,1,LAB,FR,08:00,11:00,ENV,253,50,55
373,2107499,ENV ENG PROJ,1,LAB,FR,13:00,16:00,ENV,253,50,95
374,2107626,STREAM SANITATION,1,LECT,FR,12:30,14:30,ENG3,419,20,30
375,2107638,PLUMB DES,1,LECT,MO,13:00,16:00,ENG3,318,30,45
