FACNAME,COURSECODE,NAMEENGLISHABBR,EXAMDATE,EXAMSTARTTIME,EXAMENDTIME,EXAMTYPE,BUILDINGNAMEABBR,ROOMNO,NUMEXAMSEAT,STUDYPROGRAMSYSTEM
"คณะรัฐศาสตร์","2400208","BSC SOC SCI RES",3/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","13081",120,"S"
"คณะรัฐศาสตร์","2400208","BSC SOC SCI RES",3/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","607",70,"S"
"คณะรัฐศาสตร์","2400208","BSC SOC SCI RES",3/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","609",47,"S"
"คณะรัฐศาสตร์","2400209","DEV MOD SOC",4/12/2015,1300,1600,"เรียงตามตอนเรียน","POL3","607",70,"S"
"คณะรัฐศาสตร์","2400209","DEV MOD SOC",4/12/2015,1300,1600,"เรียงตามตอนเรียน","POL3","614",50,"S"
"คณะรัฐศาสตร์","2400209","DEV MOD SOC",4/12/2015,1300,1600,"เรียงตามตอนเรียน","POL3","615",45,"S"
"คณะรัฐศาสตร์","2400209","DEV MOD SOC",4/12/2015,1300,1600,"เรียงตามตอนเรียน","POL3","615",5,"S"
"คณะรัฐศาสตร์","2400209","DEV MOD SOC",4/12/2015,1300,1600,"เรียงตามตอนเรียน","POL3","608",70,"S"
"คณะรัฐศาสตร์","2400210","SOCIO PERSP",9/12/2015,830,1030,"เรียงตามตอนเรียน","EDU3","502",46,"S"
"คณะรัฐศาสตร์","2400210","SOCIO PERSP",9/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","508",3,"S"
"คณะรัฐศาสตร์","2400304","BORDERLANDS",9/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","POL3","507",8,"S"
"คณะรัฐศาสตร์","2400703","QUAN RES METH",9/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","POL3","509",6,"S"
"คณะรัฐศาสตร์","2401180","INTRO TO POL SCI",3/12/2015,830,1130,"เรียงตามตอนเรียน","EDU3","506",25,"S"
"คณะรัฐศาสตร์","2401180","INTRO TO POL SCI",3/12/2015,830,1130,"เรียงตามตอนเรียน","POL3","614",11,"S"
"คณะรัฐศาสตร์","2401180","INTRO TO POL SCI",3/12/2015,830,1130,"เรียงตามตอนเรียน","MKSW","M05",16,"S"
"คณะรัฐศาสตร์","2401212","ADMIN LAW",16/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","POL3","513",50,"S"
"คณะรัฐศาสตร์","2401213","GOV/POL EU",9/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","POL3","509",19,"S"
"คณะรัฐศาสตร์","2401300","POL PHILO",8/12/2015,1300,1600,"เรียงตามตอนเรียน","POL3","507",4,"S"
"คณะรัฐศาสตร์","2401300","POL PHILO",8/12/2015,1300,1600,"เรียงตามตอนเรียน","POL3","507",58,"S"
"คณะรัฐศาสตร์","2401303","COMPA DEM REGI",15/12/2015,1300,1600,"เรียงตามตอนเรียน","POL3","607",57,"S"
"คณะรัฐศาสตร์","2401305","LOC REGIO POL GOV",14/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","POL3","507",1,"S"
"คณะรัฐศาสตร์","2401305","LOC REGIO POL GOV",14/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","POL3","507",57,"S"
"คณะรัฐศาสตร์","2401306","CON/POL INST",14/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","POL3","608",56,"S"
"คณะรัฐศาสตร์","2401625","THAI POL/GOV",14/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","POL3","608",10,"S"
"คณะรัฐศาสตร์","2402305","INTL POL THEO APP",3/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","POL3","607",61,"S"
"คณะรัฐศาสตร์","2402306","INTRO IR",14/12/2015,1300,1600,"เรียงตามตอนเรียน","POL3","507",62,"S"
"คณะรัฐศาสตร์","2402306","INTRO IR",14/12/2015,1300,1600,"เรียงตามตอนเรียน","POL3","508",51,"S"
"คณะรัฐศาสตร์","2402315","INTL ORG",3/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","614",11,"S"
"คณะรัฐศาสตร์","2402315","INTL ORG",3/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","614",24,"S"
"คณะรัฐศาสตร์","2402316","INTERNATIONAL LAW",16/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","POL3","609",58,"S"
"คณะรัฐศาสตร์","2402342","CHIN GOVT/POL",16/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","614",30,"S"
"คณะรัฐศาสตร์","2402350","US FGN POLI",8/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","514",1,"S"
"คณะรัฐศาสตร์","2402350","US FGN POLI",8/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","514",46,"S"
"คณะรัฐศาสตร์","2402352","FGN POLI MIDEAST",16/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","515",27,"S"
"คณะรัฐศาสตร์","2402353","SECUR WRLD POL",14/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","607",50,"S"
"คณะรัฐศาสตร์","2402355","FGN POLI S ASIA",2/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","POL3","608",42,"S"
"คณะรัฐศาสตร์","2403183","SOCIETY & CULTURE",15/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","13081",150,"S"
"คณะรัฐศาสตร์","2403183","SOCIETY & CULTURE",15/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","608",23,"S"
"คณะรัฐศาสตร์","2403183","SOCIETY & CULTURE",15/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","607",70,"S"
"คณะรัฐศาสตร์","2403183","SOCIETY & CULTURE",15/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","507",63,"S"
"คณะรัฐศาสตร์","2403185","JUV DEL",9/12/2015,1300,1500,"เรียงตามตอนเรียน","POL1","102",30,"S"
"คณะรัฐศาสตร์","2403185","JUV DEL",9/12/2015,1300,1500,"เรียงตามตอนเรียน","POL1","103.A",72,"S"
"คณะรัฐศาสตร์","2403185","JUV DEL",9/12/2015,1300,1500,"เรียงตามตอนเรียน","POL1","108",23,"S"
"คณะรัฐศาสตร์","2403185","JUV DEL",9/12/2015,1300,1500,"เรียงตามตอนเรียน","POL1","107",68,"S"
"คณะรัฐศาสตร์","2403214","URBAN SOCIOLOGY",8/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","607",61,"S"
"คณะรัฐศาสตร์","2403317","SOCIO THEO",16/12/2015,1300,1500,"เรียงตามตอนเรียน","POL3","608",65,"S"
"คณะรัฐศาสตร์","2403319","SOC SCI RES METH",3/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","507",65,"S"
"คณะรัฐศาสตร์","2403350","SOC & CULT CHANGE",8/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","POL3","608",4,"S"
"คณะรัฐศาสตร์","2403350","SOC & CULT CHANGE",8/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","POL3","608",65,"S"
"คณะรัฐศาสตร์","2403351","THEO RES PRAC",30/11/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","POL3","608",20,"S"
"คณะรัฐศาสตร์","2403357","SOC CULT SEASIA",3/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","609",14,"S"
"คณะรัฐศาสตร์","2403409","FAM INST HUM SEC",9/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","509",4,"S"
"คณะรัฐศาสตร์","2403409","FAM INST HUM SEC",9/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","509",7,"S"
"คณะรัฐศาสตร์","2403412","BUSI ANTHROP",16/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","POL3","507",1,"S"
"คณะรัฐศาสตร์","2403412","BUSI ANTHROP",16/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","POL3","507",21,"S"
"คณะรัฐศาสตร์","2404213","INTRO PUB FIN ADM",16/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","509",1,"S"
"คณะรัฐศาสตร์","2404213","INTRO PUB FIN ADM",16/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","509",58,"S"
"คณะรัฐศาสตร์","2404310","ADMIN/SOCIETY",2/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","607",64,"S"
"คณะรัฐศาสตร์","2404310","ADMIN/SOCIETY",2/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","615",41,"S"
"คณะรัฐศาสตร์","2404310","ADMIN/SOCIETY",2/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","614",40,"S"
"คณะรัฐศาสตร์","2404315","LABOUR RELATIONS",8/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","515",37,"S"
"คณะรัฐศาสตร์","2404324","PUBLIC POLICY",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","POL3","508",61,"S"
"คณะรัฐศาสตร์","2404353","PERSON MEA & EVA",30/11/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","POL3","608",44,"S"
"คณะรัฐศาสตร์","2404364","QUANT ANALYSIS",30/11/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","608",60,"S"
"คณะรัฐศาสตร์","2404411","TECH&METH ADM IMP",2/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","608",59,"S"
"คณะรัฐศาสตร์","2404415","LAW/PA",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","POL3","607",58,"S"
"คณะรัฐศาสตร์","2404416","HUM RES DEV",16/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","507",6,"S"
"คณะรัฐศาสตร์","2404416","HUM RES DEV",16/12/2015,830,1030,"เรียงตามตอนเรียน","POL3","507",25,"S"
"คณะรัฐศาสตร์","2404417","CEN COM & BANK SYS",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","POL3","509",21,"S"
"คณะรัฐศาสตร์","2404419","SCOP & METH P.A.",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","POL3","607",58,"S"
"คณะรัฐศาสตร์","2404426","TAX ADMINISTRATION",16/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","POL3","514",11,"S"
"คณะรัฐศาสตร์","2404600","PUBLIC ADM THEORY",30/11/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","POL1","107",60,"S"
"คณะรัฐศาสตร์","2404603","PUB POLICY ANAL",13/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","POL1","107",64,"S"
"คณะรัฐศาสตร์","2404607","ORG MGT PUB",8/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","POL1","107",60,"S"
"คณะรัฐศาสตร์","2404609","RES MET PUB ADM",4/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","POL1","107",59,"S"
"คณะรัฐศาสตร์","2404612","HRM PUB SECT",2/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","POL1","107",60,"S"
"คณะรัฐศาสตร์","2404620","RES METH PUB ADM",12/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","POL1","107",64,"S"
"คณะรัฐศาสตร์","2404622","DATA ANAL PUB ADM",6/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","POL1","107",64,"S"
"คณะรัฐศาสตร์","2404641","PUB PROG EVALUAT",14/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","POL1","107",59,"S"
"คณะรัฐศาสตร์","2404655","ORG/MGT DEV TECH",3/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","POL1","107",67,"S"
"คณะรัฐศาสตร์","2404660","NATION DEV POL PRO",9/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","POL1","107",57,"S"
"คณะรัฐศาสตร์","2404699","TOPICS IN PUB ADM",1/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","POL1","107",57,"S"
"คณะสถาปัตยกรรมศาสตร์","2501121","PRIN DSGN ARCH",1/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","NART","219",98,"S"
"คณะสถาปัตยกรรมศาสตร์","2501122","PRIN ARCH DSGN",1/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","ARCH2","329",79,"S"
"คณะสถาปัตยกรรมศาสตร์","2501131","BLDG MAT/CONS",3/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","ARCH2","329",72,"S"
"คณะสถาปัตยกรรมศาสตร์","2501132","ARCH MAT/CONS",3/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","NART","319",79,"S"
"คณะสถาปัตยกรรมศาสตร์","2501191","HIST ART ARCH",4/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","NART","319",92,"S"
"คณะสถาปัตยกรรมศาสตร์","2501191","HIST ART ARCH",4/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","NART","504",90,"S"
"คณะสถาปัตยกรรมศาสตร์","2501221","ARCH DSGN C/C I",2/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","NART","219",100,"S"
"คณะสถาปัตยกรรมศาสตร์","2501221","ARCH DSGN C/C I",2/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","NART","319",67,"S"
"คณะสถาปัตยกรรมศาสตร์","2501241","HISTORY OF ARCH I",3/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","NART","219",127,"S"
"คณะสถาปัตยกรรมศาสตร์","2501248","INTRO THAI ARCH",4/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","NART","219",119,"S"
"คณะสถาปัตยกรรมศาสตร์","2501271","STRUC DSGN ARCH I",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","NART","219",100,"S"
"คณะสถาปัตยกรรมศาสตร์","2501271","STRUC DSGN ARCH I",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","NART","319",66,"S"
"คณะสถาปัตยกรรมศาสตร์","2501321","ARCH DSGN C/C II",1/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","NART","219",118,"S"
"คณะสถาปัตยกรรมศาสตร์","2501371","STRUC DSGN ARCH II",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","NART","219",120,"S"
"คณะสถาปัตยกรรมศาสตร์","2501404","ARCH PROJ FEAS",1/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","NART","319",116,"S"
"คณะสถาปัตยกรรมศาสตร์","2501431","BLDG TECH/CONS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ARCH1","214",71,"S"
"คณะสถาปัตยกรรมศาสตร์","2501532","BLDG TECH/CONS IV",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","NART","319",74,"S"
"คณะสถาปัตยกรรมศาสตร์","2504221","SITE RECON LA",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ARCH1","314",39,"S"
"คณะสถาปัตยกรรมศาสตร์","2504253","CREAT/CRIT THINK",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ARCH1","314",42,"S"
"คณะสถาปัตยกรรมศาสตร์","2504272","LANDSCAPE PLANTS",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ARCH1","314",39,"S"
"คณะสถาปัตยกรรมศาสตร์","2504317","LA DSGN THEORY",4/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","ARCH1","314",42,"S"
"คณะสถาปัตยกรรมศาสตร์","2504322","LA TECH/CONS II",3/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","ARCH1","314",42,"S"
"คณะสถาปัตยกรรมศาสตร์","2504421","LA TECH/CONS IV",3/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","ARCH1","211",38,"S"
"คณะสถาปัตยกรรมศาสตร์","2504465","LA ECOLOGY",30/11/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","ARCH1","314",38,"S"
"คณะสถาปัตยกรรมศาสตร์","2504466","LA FUNDS",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","NART","219",72,"S"
"คณะสถาปัตยกรรมศาสตร์","2504482","BRO LAND REC DEV",1/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","ARCH1","211",39,"S"
"คณะสถาปัตยกรรมศาสตร์","2504517","LA PROF PRAC",3/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","ARCH1","214",39,"S"
"คณะสถาปัตยกรรมศาสตร์","2504624","LA CONS TECH",2/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","ARCH1","213",7,"S"
"คณะสถาปัตยกรรมศาสตร์","2504625","INTRO LA THEO",4/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","ARCH1","314",7,"S"
"คณะสถาปัตยกรรมศาสตร์","2504643","PRIN BRNFLD REDEV",1/12/2015,900,1200,"เรียงตามเลขประจำตัวนิสิต","ARCH1","211",4,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601112","INTRO FIN ACCTG",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MAHIT","402",90,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601112","INTRO FIN ACCTG",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MAHIT","610",41,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601113","PRIN ACCTG",9/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","131",36,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601113","PRIN ACCTG",9/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","224",55,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601113","PRIN ACCTG",9/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","205",45,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601113","PRIN ACCTG",9/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","204",45,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601113","PRIN ACCTG",9/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","225",55,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601114","COST ACCTG",4/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","135",16,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601115","FIN ACCTG",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","224",60,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601115","FIN ACCTG",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","225",20,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601115","FIN ACCTG",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","225",25,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601115","FIN ACCTG",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM2","215",100,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601115","FIN ACCTG",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","304",148,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601115","FIN ACCTG",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","225",14,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601115","FIN ACCTG",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","225",1,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601116","INTMD ACCTG",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","204",17,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601116","INTMD ACCTG",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","204",31,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601212","INTMD ACCTG I",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM1","226",33,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601213","INTMD ACCTG II",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM1","225",52,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601213","INTMD ACCTG II",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM3","307",48,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601213","INTMD ACCTG II",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM2","220",52,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601213","INTMD ACCTG II",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM3","306",48,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601231","MNGL ACCTG",14/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM1","224",60,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601231","MNGL ACCTG",14/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM2","215",90,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601231","MNGL ACCTG",14/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM1","225",60,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601251","AIS",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM3","304",113,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601255","MNGL ACCTG",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM2","215",100,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601255","MNGL ACCTG",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM3","304",1,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601255","MNGL ACCTG",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM3","304",142,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601314","MIS",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM1","224",57,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601314","MIS",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM1","225",57,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601332","PROFIT PLAN/CTRL",15/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","204",44,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601332","PROFIT PLAN/CTRL",15/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","205",44,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601352","ANAL/DSGN ACCTG DB",11/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","204",41,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601352","ANAL/DSGN ACCTG DB",11/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","205",41,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601352","ANAL/DSGN ACCTG DB",11/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","208",40,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601353","INFO SYS AUD/CTRL",1/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","304",117,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601361","AUDITING",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM1","131",40,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601361","AUDITING",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM3","204",41,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601361","AUDITING",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM3","306",50,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601361","AUDITING",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM3","307",50,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601361","AUDITING",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM1","225",60,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601363","PRIN TECH INT AUD",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM2","215",99,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601368","ACCTG HTL HC BUS",8/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","COM2","220",52,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601402","ACC INFO SYS DSGN",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM2","220",52,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601411","COST ACC SYS DSGN",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM3","204",41,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601413","FIN REP/ANAL",11/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","306",50,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601413","FIN REP/ANAL",11/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","307",50,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601414","TAXATION",11/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM2","215",100,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601414","TAXATION",11/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","304",146,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601415","ADVANCED AUDITING",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM2","220",52,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601421","ADV ACCOUNTING I",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","204",42,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601421","ADV ACCOUNTING I",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","205",42,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601421","ADV ACCOUNTING I",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","208",42,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601422","ADV ACCOUNTING II",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","135",21,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601422","ADV ACCOUNTING II",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","225",50,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601422","ADV ACCOUNTING II",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","224",50,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2601621","ACCTG SYSTEM DESN",9/12/2015,1300,1600,"เรียงตามตอนเรียน","COM1","134",14,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2602121","INTRO BUSINESS",1/12/2015,830,1130,"เรียงตามตอนเรียน","COM2","220",51,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2602122","BUS FOUNDATION",14/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM2","215",100,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2602122","BUS FOUNDATION",14/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","304",133,"S"
"คณะพาณิชยศาสตร์และการบัญชี","2602171","BUS CPTS/ETHICS",1/12/2015,1300,1600,"เรียงตามตอนเรียน","COM1","131",40,"S"
